valid, real, imag
1,      5,      0
1,      3,      0
1,     -3,      0
1,     -1,      0
1,      2,      0
1,     -1,      0
1,     -3,      0
1,     -3,      0
1,      0,      0
1,     -2,      0
1,     -4,      0
1,      0,      0
1,      3,      0
1,      2,      0
1,     -1,      0
1,     -2,      0
1,      4,      0
1,      2,      0
1,     -3,      0
1,      2,      0
1,      6,      0
1,     -1,      0
1,     -3,      0
1,      1,      0
1,      1,      0
1,     -2,      0
1,     -5,      0
1,     -4,      0
1,      4,      0
1,      3,      0
1,     -4,      0
1,      3,      0
1,      7,      0
1,     -1,      0
1,     -6,      0
1,      0,      0
1,      2,      0
1,     -1,      0
1,     -1,      0
1,     -2,      0
1,      2,      0
1,      2,      0
1,     -5,      0
1,     -2,      0
1,      2,      0
1,      0,      0
1,      0,      0
1,      6,      0
1,      7,      0
1,     -4,      0
1,     -8,      0
1,     -2,      0
1,      4,      0
1,      2,      0
1,     -3,      0
1,      1,      0
1,      4,      0
1,      3,      0
1,      1,      0
1,     -2,      0
1,      0,      0
1,      0,      0
1,     -6,      0
1,     -2,      0
1,      5,      0
1,      0,      0
1,     -4,      0
1,     -1,      0
1,     -1,      0
1,     -5,      0
1,     -1,      0
1,      5,      0
1,      4,      0
1,      1,      0
1,     -1,      0
1,     -2,      0
1,     -1,      0
1,      2,      0
1,     -3,      0
1,     -2,      0
1,      3,      0
1,     -3,      0
1,     -3,      0
1,      5,      0
1,      4,      0
1,      1,      0
1,      0,      0
1,      3,      0
1,      5,      0
1,      1,      0
1,     -4,      0
1,     -3,      0
1,      6,      0
1,      4,      0
1,     -4,      0
1,     -1,      0
1,      3,      0
1,     -1,      0
1,     -7,      0
1,     -3,      0
1,      2,      0
1,      0,      0
1,     -4,      0
1,     -2,      0
1,      3,      0
1,     -1,      0
1,     -3,      0
1,      3,      0
1,      3,      0
1,     -2,      0
1,     -3,      0
1,     -1,      0
1,      0,      0
1,      2,      0
1,      1,      0
1,      0,      0
1,      3,      0
1,      2,      0
1,      1,      0
1,     -1,      0
1,     -3,      0
1,      0,      0
1,     -1,      0
1,     -2,      0
1,      1,      0
1,      1,      0
1,     -1,      0
1,      1,      0
1,      3,      0
1,     -1,      0
1,     -6,      0
1,     -3,      0
1,      5,      0
1,      2,      0
1,     -1,      0
1,      4,      0
1,      3,      0
1,     -1,      0
1,     -1,      0
1,      3,      0
1,      3,      0
1,     -1,      0
1,      0,      0
1,      2,      0
1,      4,      0
1,      1,      0
1,      2,      0
1,      7,      0
1,      3,      0
1,      0,      0
1,     -1,      0
1,      0,      0
1,      7,      0
1,      1,      0
1,     -8,      0
1,      0,      0
1,      6,      0
1,      2,      0
1,      0,      0
1,      3,      0
1,      2,      0
1,     -3,      0
1,     -5,      0
1,      0,      0
1,      7,      0
1,      2,      0
1,     -9,      0
1,     -4,      0
1,      3,      0
1,     -4,      0
1,     -4,      0
1,      2,      0
1,      3,      0
1,      5,      0
1,      1,      0
1,     -3,      0
1,      3,      0
1,      5,      0
1,     -6,      0
1,     -4,      0
1,      6,      0
1,      0,      0
1,     -6,      0
1,      1,      0
1,      4,      0
1,     -1,      0
1,     -5,      0
1,     -2,      0
1,      4,      0
1,      0,      0
1,     -7,      0
1,     -1,      0
1,      5,      0
1,     -2,      0
1,     -7,      0
1,     -2,      0
1,      1,      0
1,     -4,      0
1,     -4,      0
1,      2,      0
1,      5,      0
1,     -2,      0
1,     -6,      0
1,      0,      0
1,      2,      0
1,      2,      0
1,      3,      0
1,      1,      0
1,      4,      0
1,      0,      0
1,     -7,      0
1,     -1,      0
1,      1,      0
1,     -2,      0
1,     -4,      0
1,     -1,      0
1,      1,      0
1,     -4,      0
1,     -1,      0
1,      2,      0
1,      0,      0
1,     -2,      0
1,     -2,      0
1,      2,      0
1,      3,      0
1,     -1,      0
1,     -4,      0
1,     -1,      0
1,      4,      0
1,      1,      0
1,     -3,      0
1,      3,      0
1,      4,      0
1,     -1,      0
1,     -3,      0
1,     -2,      0
1,      0,      0
1,     -1,      0
1,     -1,      0
1,     -1,      0
1,     -1,      0
1,      1,      0
1,     -1,      0
1,     -4,      0
1,      2,      0
1,      5,      0
1,     -3,      0
1,      1,      0
1,     10,      0
1,      5,      0
1,     -2,      0
1,      3,      0
1,      5,      0
1,      1,      0
1,      0,      0
1,      0,      0
1,      1,      0
1,      1,      0
1,     -3,      0
1,     -1,      0
1,      4,      0
1,      1,      0
1,     -6,      0
1,     -3,      0
1,      6,      0
1,      4,      0
1,     -3,      0
1,      0,      0
1,      1,      0
1,     -5,      0
1,     -5,      0
1,     -2,      0
1,      2,      0
1,      1,      0
1,     -6,      0
1,     -2,      0
1,      3,      0
1,      1,      0
1,     -1,      0
1,      3,      0
1,      4,      0
1,     -1,      0
1,      0,      0
1,      2,      0
1,      2,      0
1,      3,      0
1,      0,      0
1,     -1,      0
1,     -1,      0
1,     -3,      0
1,     -2,      0
1,      1,      0
1,      2,      0
1,     -1,      0
1,     -6,      0
1,     -5,      0
1,      3,      0
1,     -3,      0
1,     -5,      0
1,      5,      0
1,      2,      0
1,     -1,      0
1,      0,      0
1,      0,      0
1,      4,      0
1,      1,      0
1,    -10,      0
1,     -5,      0
1,      6,      0
1,      0,      0
1,     -5,      0
1,      0,      0
1,      5,      0
1,      5,      0
1,     -4,      0
1,     -4,      0
1,      4,      0
1,      0,      0
1,     -5,      0
1,      1,      0
1,      7,      0
1,      0,      0
1,     -7,      0
1,     -3,      0
1,      6,      0
1,      7,      0
1,     -1,      0
1,     -1,      0
1,      0,      0
1,     -4,      0
1,     -6,      0
1,     -1,      0
1,      7,      0
1,      5,      0
1,     -3,      0
1,     -2,      0
1,      2,      0
1,      0,      0
1,      0,      0
1,      1,      0
1,      1,      0
1,     -2,      0
1,     -4,      0
1,     -1,      0
1,      2,      0
1,      2,      0
1,     -3,      0
1,      0,      0
1,      6,      0
1,     -1,      0
1,     -5,      0
1,      1,      0
1,      6,      0
1,      1,      0
1,     -5,      0
1,     -3,      0
1,      3,      0
1,      1,      0
1,     -2,      0
1,      1,      0
1,      6,      0
1,      5,      0
1,     -5,      0
1,     -4,      0
1,      5,      0
1,      1,      0
1,     -6,      0
1,     -1,      0
1,      6,      0
1,      2,      0
1,     -3,      0
1,     -1,      0
1,      0,      0
1,     -2,      0
1,     -3,      0
1,     -2,      0
1,      4,      0
1,      4,      0
1,     -2,      0
1,     -2,      0
1,      3,      0
1,      2,      0
1,     -1,      0
1,     -2,      0
1,      1,      0
1,      1,      0
1,     -5,      0
1,     -1,      0
1,      7,      0
1,      1,      0
1,     -3,      0
1,     -1,      0
1,      1,      0
1,      3,      0
1,      1,      0
1,     -2,      0
1,     -2,      0
1,     -2,      0
1,     -6,      0
1,     -1,      0
1,      7,      0
1,     -2,      0
1,     -9,      0
1,      2,      0
1,      8,      0
1,      0,      0
1,     -4,      0
1,      2,      0
1,      4,      0
1,     -1,      0
1,     -5,      0
1,     -1,      0
1,      2,      0
1,      1,      0
1,     -2,      0
1,      0,      0
1,      6,      0
1,      3,      0
1,      0,      0
1,      3,      0
1,      3,      0
1,     -1,      0
1,     -5,      0
1,     -1,      0
1,      6,      0
1,      0,      0
1,     -3,      0
1,      4,      0
1,      4,      0
1,      0,      0
1,      0,      0
1,      3,      0
1,      7,      0
1,      3,      0
1,     -4,      0
1,      1,      0
1,      3,      0
1,     -2,      0
1,      0,      0
1,      3,      0
1,     -1,      0
1,     -2,      0
1,     -2,      0
1,     -2,      0
1,      5,      0
1,      3,      0
1,     -5,      0
1,      0,      0
1,      3,      0
1,     -4,      0
1,     -7,      0
1,     -1,      0
1,      2,      0
1,      1,      0
1,     -2,      0
1,     -2,      0
1,      6,      0
1,      2,      0
1,     -3,      0
1,      4,      0
1,      5,      0
1,     -1,      0
1,     -3,      0
1,     -2,      0
1,      2,      0
1,      6,      0
1,      2,      0
1,     -2,      0
1,      1,      0
1,      1,      0
1,     -2,      0
1,     -2,      0
1,      0,      0
1,     -3,      0
1,     -5,      0
1,     -3,      0
1,      0,      0
1,     -1,      0
1,     -5,      0
1,      0,      0
1,      7,      0
1,      2,      0
1,     -4,      0
1,     -1,      0
1,      4,      0
1,     -1,      0
1,     -5,      0
1,      2,      0
1,      3,      0
1,     -3,      0
1,     -3,      0
1,      0,      0
1,      2,      0
1,      2,      0
1,      1,      0
1,      1,      0
1,      1,      0
1,     -4,      0
1,     -2,      0
1,      4,      0
1,      2,      0
1,     -1,      0
1,     -1,      0
1,      1,      0
1,      6,      0
1,      4,      0
1,     -5,      0
1,     -1,      0
1,      6,      0
1,     -1,      0
1,     -3,      0
1,      2,      0
1,      4,      0
1,     -1,      0
1,     -6,      0
1,      0,      0
1,      8,      0
1,      3,      0
1,     -6,      0
1,     -1,      0
1,      2,      0
1,     -2,      0
1,     -2,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,     -4,      0
1,     -3,      0
1,      6,      0
1,     -1,      0
1,     -9,      0
1,     -2,      0
1,      4,      0
1,      2,      0
1,     -1,      0
1,     -1,      0
1,      1,      0
1,      2,      0
1,      1,      0
1,      0,      0
1,      1,      0
1,      0,      0
1,     -3,      0
1,      0,      0
1,      2,      0
1,      2,      0
1,      0,      0
1,     -3,      0
1,      1,      0
1,      0,      0
1,      0,      0
1,      6,      0
1,      4,      0
1,     -3,      0
1,     -1,      0
1,      3,      0
1,      0,      0
1,      0,      0
1,     -2,      0
1,     -5,      0
1,     -2,      0
1,      0,      0
1,     -4,      0
1,      1,      0
1,      5,      0
1,     -4,      0
1,     -9,      0
1,     -4,      0
1,      0,      0
1,     -1,      0
1,     -3,      0
1,     -3,      0
1,     -4,      0
1,     -1,      0
1,      0,      0
1,     -2,      0
1,      1,      0
1,      1,      0
1,     -4,      0
1,      0,      0
1,      2,      0
1,     -2,      0
1,     -3,      0
1,     -2,      0
1,      2,      0
1,      1,      0
1,     -6,      0
1,     -2,      0
1,      6,      0
1,      1,      0
1,     -4,      0
1,      1,      0
1,      3,      0
1,     -2,      0
1,     -2,      0
1,      0,      0
1,      0,      0
1,      1,      0
1,     -5,      0
1,     -3,      0
1,      7,      0
1,      2,      0
1,     -1,      0
1,      4,      0
1,      3,      0
1,     -1,      0
1,     -3,      0
1,      0,      0
1,      5,      0
1,      0,      0
1,     -6,      0
1,     -1,      0
1,      4,      0
1,      0,      0
1,     -4,      0
1,     -2,      0
1,      1,      0
1,      1,      0
1,     -3,      0
1,     -4,      0
1,      5,      0
1,      6,      0
1,     -3,      0
1,     -2,      0
1,      3,      0
1,      4,      0
1,     -2,      0
1,      0,      0
1,      3,      0
1,      0,      0
1,      0,      0
1,      2,      0
1,      7,      0
1,      5,      0
1,     -2,      0
1,     -1,      0
1,      4,      0
1,      5,      0
1,     -3,      0
1,     -4,      0
1,      3,      0
1,     -3,      0
1,     -4,      0
1,      3,      0
1,      1,      0
1,     -3,      0
1,      0,      0
1,      2,      0
1,      6,      0
1,      2,      0
1,     -8,      0
1,     -5,      0
1,      3,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,     -4,      0
1,     -2,      0
1,      0,      0
1,     -1,      0
1,      1,      0
1,      0,      0
1,     -1,      0
1,      1,      0
1,      3,      0
1,      1,      0
1,     -4,      0
1,     -2,      0
1,      3,      0
1,      0,      0
1,     -4,      0
1,      1,      0
1,      5,      0
1,      1,      0
1,     -1,      0
1,      3,      0
1,      2,      0
1,      1,      0
1,     -2,      0
1,     -3,      0
1,      3,      0
1,     -1,      0
1,     -5,      0
1,      2,      0
1,      3,      0
1,      0,      0
1,     -2,      0
1,     -1,      0
1,      1,      0
1,     -4,      0
1,     -6,      0
1,      2,      0
1,      3,      0
1,     -1,      0
1,      0,      0
1,      0,      0
1,      2,      0
1,      3,      0
1,     -2,      0
1,     -2,      0
1,      5,      0
1,      0,      0
1,     -8,      0
1,     -2,      0
1,      0,      0
1,     -3,      0
1,     -1,      0
1,      2,      0
1,      2,      0
1,      1,      0
1,     -1,      0
1,     -2,      0
1,      3,      0
1,      2,      0
1,     -4,      0
1,     -1,      0
1,      4,      0
1,      0,      0
1,     -3,      0
1,     -2,      0
1,      3,      0
1,      2,      0
1,     -2,      0
1,     -1,      0
1,      0,      0
1,     -2,      0
1,     -6,      0
1,     -2,      0
1,      6,      0
1,      2,      0
1,     -2,      0
1,      1,      0
1,      2,      0
1,      1,      0
1,      2,      0
1,      0,      0
1,      2,      0
1,      3,      0
1,     -6,      0
1,     -2,      0
1,     10,      0
1,      0,      0
1,     -4,      0
1,      8,      0
1,      3,      0
1,     -2,      0
1,      2,      0
1,      1,      0
1,      0,      0
1,     -2,      0
1,     -5,      0
1,     -1,      0
1,      4,      0
1,      1,      0
1,     -2,      0
1,      1,      0
1,      6,      0
1,      5,      0
1,     -2,      0
1,     -5,      0
1,      1,      0
1,      3,      0
1,     -2,      0
1,      0,      0
1,      5,      0
1,      4,      0
1,      0,      0
1,     -3,      0
1,     -3,      0
1,     -1,      0
1,     -3,      0
1,      1,      0
1,      4,      0
1,      0,      0
1,     -4,      0
1,     -4,      0
1,      0,      0
1,      2,      0
1,     -3,      0
1,     -3,      0
1,      5,      0
1,      2,      0
1,     -4,      0
1,     -3,      0
1,      0,      0
1,      0,      0
1,     -3,      0
1,     -5,      0
1,     -2,      0
1,     -2,      0
1,     -5,      0
1,      4,      0
1,      7,      0
1,     -2,      0
1,     -3,      0
1,     -2,      0
1,      1,      0
1,      3,      0
1,     -1,      0
1,     -1,      0
1,      2,      0
1,     -1,      0
1,     -3,      0
1,      0,      0
1,      1,      0
1,     -1,      0
1,     -4,      0
1,     -4,      0
1,      4,      0
1,      5,      0
1,     -6,      0
1,     -5,      0
1,      3,      0
1,     -1,      0
1,     -6,      0
1,      0,      0
1,      5,      0
1,     -1,      0
1,     -7,      0
1,      0,      0
1,      5,      0
1,      1,      0
1,     -3,      0
1,     -1,      0
1,      3,      0
1,      2,      0
1,      0,      0
1,     -1,      0
1,      2,      0
1,      2,      0
1,     -6,      0
1,     -6,      0
1,      0,      0
1,      0,      0
1,     -1,      0
1,      3,      0
1,      5,      0
1,      1,      0
1,     -5,      0
1,     -3,      0
1,      6,      0
1,      3,      0
1,     -7,      0
1,     -5,      0
1,      3,      0
1,      3,      0
1,     -2,      0
1,     -3,      0
1,      2,      0
1,      1,      0
1,     -3,      0
1,     -3,      0
1,      0,      0
1,     -2,      0
1,     -7,      0
1,      2,      0
1,      4,      0
1,      2,      0
1,     -1,      0
1,     -4,      0
1,      5,      0
1,      3,      0
1,     -4,      0
1,      0,      0
1,      6,      0
1,      0,      0
1,     -6,      0
1,      3,      0
1,      7,      0
1,      0,      0
1,      2,      0
1,      6,      0
1,      3,      0
1,     -3,      0
1,     -5,      0
1,      1,      0
1,      4,      0
1,      1,      0
1,     -1,      0
1,     -1,      0
1,      3,      0
1,      4,      0
1,     -4,      0
1,     -5,      0
1,      1,      0
1,     -5,      0
1,     -6,      0
1,      1,      0
1,      2,      0
1,      0,      0
1,     -4,      0
1,     -4,      0
1,      1,      0
1,     -2,      0
1,     -4,      0
1,      3,      0
1,      3,      0
1,     -5,      0
1,     -5,      0
1,      2,      0
1,      4,      0
1,     -3,      0
1,     -4,      0
1,      1,      0
1,      0,      0
1,     -3,      0
1,      1,      0
1,      3,      0
1,      2,      0
1,      3,      0
1,     -2,      0
1,     -3,      0
1,      2,      0
1,     -1,      0
1,     -6,      0
1,     -2,      0
1,      1,      0
1,     -1,      0
1,     -4,      0
1,     -1,      0
1,      2,      0
1,      1,      0
1,     -2,      0
1,      0,      0
1,      4,      0
1,      0,      0
1,     11,      0
1,     31,      0
1,    -13,      0
1,     48,      0
1,     24,      0
1,    -92,      0
1,    595,      0
1,   1269,      0
1,   1144,      0
1,   1125,      0
1,   1185,      0
1,   1138,      0
1,   1157,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
1,   1172,      0
